mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line
90	90	537/2	537/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	1100														
90	90	539/2	539/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1101														
91	91	270	270	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	1102	-Herz?													
91	91	270	270	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	1103														
91	91	1083/4	1083/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	1104														
91	91	271	271	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1105														
91	91	543/2	543/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	1106														
91	91	1089/4	1089/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	1107														
91	91	545/2	545/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1108														
91	91	270	270	0.0	0	0	Dynamic	6/8	3	1	0					fp												
91	91	270	270	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	1109														
91	91	1083/4	1083/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	1110														
91	91	271	271	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1111														
92	92	273	273	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	1112														
92	92	273	273	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	1113														
92	92	1095/4	1095/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	1114														
92	92	274	274	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1115														
92	92	549/2	549/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	1116														
92	92	1101/4	1101/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	1117														
92	92	551/2	551/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1118														
92	92	273	273	0.0	0	0	Dynamic	6/8	3	1	0					fp												
92	92	273	273	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	1119														
92	92	1095/4	1095/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	1120														
92	92	274	274	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1121														
93	93	555/2	555/2	0.0	3/8	3/8	Dynamic	6/8	2	1	0					p												
93	93	555/2	555/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1122														
93	93	555/2	555/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	1123														
94	94	279	279	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	1124														
94	94	279	279	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	1125														
