mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_hairpin	crescendo_line
29	29	337/6	337/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24			1/16	2/3	248														
29	29	169/3	169/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24			1/16	2/3	249														
29	29	113/2	113/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24			1/16	2/3	250														
29	29	170/3	170/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24			1/16	2/3	251														
29	29	341/6	341/6	0.0	5/24	5/24	Spanner	2/4	2	1	0																		3	
29	29	341/6	341/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24			1/16	2/3	252													3	
29	29	57	57	0.0	1/4	1/4	Spanner	2/4	2	1	0																			
29	29	57	57	0.0	1/4	1/4	Spanner	2/4	2	1	0																4			
29	29	57	57	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24			1/16	2/3	253											4			
29	29	343/6	343/6	0.0	7/24	7/24	Spanner	2/4	2	1	0																			
29	29	343/6	343/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24			1/16	2/3	254														
29	29	172/3	172/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24			1/16	2/3	255														
29	29	115/2	115/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24			1/16	2/3	256														
29	29	173/3	173/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24			1/16	2/3	257														
29	29	347/6	347/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24			1/16	2/3	258														
29	29	56	56	0.16666666666666666	0	0	Chord	2/4	3	1	1/24			1/16	2/3	259														
29	29	337/6	337/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24			1/16	2/3	260														
29	29	169/3	169/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24			1/16	2/3	261														
29	29	113/2	113/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24			1/16	2/3	262														
29	29	170/3	170/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24			1/16	2/3	263														
29	29	341/6	341/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24			1/16	2/3	264														
29	29	57	57	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24			1/16	2/3	265														
29	29	343/6	343/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24			1/16	2/3	266														
29	29	172/3	172/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24			1/16	2/3	267														
29	29	115/2	115/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24			1/16	2/3	268														
29	29	173/3	173/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24			1/16	2/3	269														
29	29	347/6	347/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24			1/16	2/3	270														
30	30	58	58	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	271	tob-													
30	30	117/2	117/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	272	ten,													
30	30	58	58	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	273			articStaccatoBelow											
30	30	117/2	117/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	274			articStaccatoBelow											
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	275														
30	30	58	58	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	276			articStaccatoBelow											
30	30	117/2	117/2	0.0	1/8	1/8	Dynamic	2/4	3	1	0							f												
30	30	117/2	117/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	277			articStaccatoBelow											
30	30	119/2	119/2	0.0	3/8	3/8	Dynamic	2/4	3	1	0							p												
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	278														
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	279	war													
31	31	60	60	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	280			articAccentAbove							55				
31	31	121/2	121/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	281										55				
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	282														
31	31	61	61	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	283										56				
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	284														
31	31	60	60	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	285														
31	31	61	61	0.5	1/4	1/4	Chord	2/4	2	2	1/8			1/8	1	286														
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	287														
31	31	60	60	1.5	0	0	Chord	2/4	3	1	3/8			1/4	3/2	288														
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	289														
32	32	62	62	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	290	ich													
32	32	251/4	251/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	291	so													
32	32	63	63	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	292	e-													
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	293	lend,													
32	32	62	62	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	294			articAccentAbove							57				
32	32	125/2	125/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	295										57				
32	32	251/4	251/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	296														
32	32	63	63	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	297										58				
32	32	127/2	127/2	0.0	3/8	3/8	Spanner	2/4	2	1	0																		4	
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	298													4	
32	32	62	62	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	299													4	
32	32	63	63	0.5	1/4	1/4	Chord	2/4	2	2	1/8			1/8	1	300													4	
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	301													4	
32	32	62	62	1.5	0	0	Chord	2/4	3	1	3/8			1/4	3/2	302														
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	303														
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	304	so													
33	33	65	65	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	305	e-													
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	306	lend													
33	33	64	64	0.0	0	0	Spanner	2/4	2	1	0																			
33	33	64	64	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	307										59				
33	33	129/2	129/2	0.0	1/8	1/8	Spanner	2/4	2	1	0															59	5			
33	33	129/2	129/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	308										59	5			
33	33	259/4	259/4	0.0	3/16	3/16	Spanner	2/4	2	1	0																			
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	309														
33	33	65	65	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	310										60				
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	311														
33	33	64	64	0.0	0	0	Dynamic	2/4	2	2	0							fp												
33	33	64	64	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	312														
33	33	65	65	0.5	1/4	1/4	Chord	2/4	2	2	1/8			1/8	1	313														
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	314														
33	33	64	64	1.5	0	0	Chord	2/4	3	1	3/8			1/4	3/2	315														
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	316														
34	34	66	66	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	317	nicht													
34	34	66	66	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	318														
34	34	133/2	133/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																			2
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	319										61				2
34	34	67	67	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	320										61				2
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	321										61				2
34	34	66	66	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	322														
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	323										62				
34	34	67	67	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	324										62				
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	325										62				
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	326	Ach,													
35	35	68	68	0.0	0	0	Spanner	2/4	2	1	0															61				
35	35	68	68	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	327										61				
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	328										61				
35	35	69	69	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	329										61				
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	330														
35	35	68	68	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	331										62				
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	332										62				
35	35	69	69	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	333										62				
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	334														
36	36	70	70	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	335	dass													
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	336	die													
36	36	71	71	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	337	Luft													
36	36	143/2	143/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	338	so		articAccentAbove							63				
36	36	287/4	287/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	339														
36	36	70	70	0.0	0	0	Spanner	2/4	2	1	0																		5	
36	36	70	70	2.0	0	0	Chord	2/4	2	1	1/2		c32	1/2	1	340													5	
36	36	71	71	0.0	1/4	1/4	Spanner	2/4	2	1	0																			
36	36	71	71	0.0	1/4	1/4	Spanner	2/4	2	1	0																6			
36	36	70	70	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	341											6			
36	36	70	70	0.0	0	0	Dynamic	2/4	3	1	0							f												
36	36	70	70	2.0	0	0	Chord	2/4	3	1	1/2		c32	1/2	1	342														
36	36	70	70	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	343														
37	37	72	72	0.0	0	0	Chord	2/4	1	1	0	appoggiatura		1/8	1	344														
37	37	72	72	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	345	ru-													
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	346	-hig!													
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	347	ach,													
37	37	72	72	0.0	0	0	Dynamic	2/4	2	1	0							p												
37	37	72	72	0.0	0	0	Spanner	2/4	2	1	0																			
37	37	72	72	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	348														
37	37	73	73	0.0	1/4	1/4	Dynamic	2/4	2	1	0							fp												
37	37	73	73	0.0	1/4	1/4	Spanner	2/4	2	1	0																7			
37	37	73	73	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	349										64	7			
37	37	147/2	147/2	0.0	3/8	3/8	Spanner	2/4	2	1	0																			
37	37	147/2	147/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	350														
37	37	72	72	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	351														
37	37	73	73	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	352										65				
37	37	147/2	147/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	353														
38	38	74	74	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	354	dass													
38	38	299/4	299/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	355	die													
38	38	75	75	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	356	Welt													
38	38	151/2	151/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	357	so		articAccentAbove							66				
38	38	303/4	303/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	358														
38	38	74	74	0.0	0	0	Spanner	2/4	2	1	0																		6	
38	38	74	74	2.0	0	0	Chord	2/4	2	1	1/2		c32	1/2	1	359													6	
38	38	75	75	0.0	1/4	1/4	Spanner	2/4	2	1	0																			
38	38	75	75	0.0	1/4	1/4	Spanner	2/4	2	1	0																8			
38	38	74	74	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	360											8			
38	38	74	74	0.0	0	0	Dynamic	2/4	3	1	0							f												
38	38	74	74	2.0	0	0	Chord	2/4	3	1	1/2		c32	1/2	1	361														
38	38	74	74	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	362														
39	39	76	76	0.0	0	0	Chord	2/4	1	1	0	appoggiatura		1/8	1	363														
39	39	76	76	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	364	licht!													
39	39	76	76	0.0	0	0	Dynamic	2/4	2	1	0							p												
39	39	76	76	0.0	0	0	Spanner	2/4	2	1	0																			
39	39	76	76	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	365														
39	39	153/2	153/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0							fp												
39	39	77	77	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	366										67				
39	39	155/2	155/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	367														
39	39	76	76	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	368														
39	39	77	77	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	369			articAccentAbove							68				
39	39	155/2	155/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	370														
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	371	Als													
40	40	78	78	0.0	0	0	Spanner	2/4	2	1	0																			3
40	40	78	78	0.16666666666666666	0	0	Chord	2/4	2	1	1/24			1/16	2/3	372														3
40	40	469/6	469/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24			1/16	2/3	373														3
40	40	235/3	235/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24			1/16	2/3	374														3
40	40	157/2	157/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24			1/16	2/3	375														3
40	40	236/3	236/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24			1/16	2/3	376														3
40	40	473/6	473/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24			1/16	2/3	377														3
40	40	79	79	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24			1/16	2/3	378														3
40	40	475/6	475/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24			1/16	2/3	379														3
40	40	238/3	238/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24			1/16	2/3	380														3
40	40	159/2	159/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24			1/16	2/3	381														3
40	40	239/3	239/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24			1/16	2/3	382														3
40	40	479/6	479/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24			1/16	2/3	383														3
40	40	78	78	0.16666666666666666	0	0	Chord	2/4	3	1	1/24			1/16	2/3	384														
40	40	469/6	469/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24			1/16	2/3	385														
40	40	235/3	235/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24			1/16	2/3	386														
40	40	157/2	157/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24			1/16	2/3	387														
40	40	236/3	236/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24			1/16	2/3	388														
40	40	473/6	473/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24			1/16	2/3	389														
40	40	79	79	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24			1/16	2/3	390														
40	40	475/6	475/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24			1/16	2/3	391														
40	40	238/3	238/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24			1/16	2/3	392														
40	40	159/2	159/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24			1/16	2/3	393														
40	40	239/3	239/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24			1/16	2/3	394														
40	40	479/6	479/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24			1/16	2/3	395														
41	41	80	80	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	396	noch													
41	41	161/2	161/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	397	die													
41	41	81	81	0.75	1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	398	Stür-													
41	41	327/4	327/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	399	me													
41	41	80	80	0.0	0	0	Spanner	2/4	2	1	0																			
41	41	80	80	0.16666666666666666	0	0	Chord	2/4	2	1	1/24			1/16	2/3	400														
41	41	481/6	481/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24			1/16	2/3	401														
41	41	241/3	241/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24			1/16	2/3	402														
41	41	161/2	161/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24			1/16	2/3	403														
41	41	242/3	242/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24			1/16	2/3	404														
41	41	485/6	485/6	0.0	5/24	5/24	Spanner	2/4	2	1	0																		7	
41	41	485/6	485/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24			1/16	2/3	405													7	
41	41	81	81	0.0	1/4	1/4	Spanner	2/4	2	1	0																			
41	41	81	81	0.0	1/4	1/4	Spanner	2/4	2	1	0																9			
41	41	81	81	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24			1/16	2/3	406											9			
41	41	487/6	487/6	0.0	7/24	7/24	Spanner	2/4	2	1	0																			
41	41	487/6	487/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24			1/16	2/3	407														
41	41	244/3	244/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24			1/16	2/3	408														
41	41	163/2	163/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24			1/16	2/3	409														
41	41	245/3	245/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24			1/16	2/3	410														
41	41	491/6	491/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24			1/16	2/3	411														
41	41	80	80	0.0	0	0	Dynamic	2/4	3	1	0							f												
41	41	80	80	0.16666666666666666	0	0	Chord	2/4	3	1	1/24			1/16	2/3	412														
41	41	481/6	481/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24			1/16	2/3	413														
41	41	241/3	241/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24			1/16	2/3	414														
41	41	161/2	161/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24			1/16	2/3	415														
41	41	242/3	242/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24			1/16	2/3	416														
41	41	485/6	485/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24			1/16	2/3	417														
41	41	81	81	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24			1/16	2/3	418														
41	41	487/6	487/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24			1/16	2/3	419														
41	41	244/3	244/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24			1/16	2/3	420														
41	41	163/2	163/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24			1/16	2/3	421														
41	41	245/3	245/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24			1/16	2/3	422														
41	41	491/6	491/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24			1/16	2/3	423														
42	42	82	82	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	424	tob-													
42	42	165/2	165/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	425	ten,													
42	42	82	82	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	426														
42	42	165/2	165/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0							fz												
42	42	165/2	165/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	427														
42	42	167/2	167/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0							p												
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	428														
42	42	82	82	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	429														
42	42	165/2	165/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	430														
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	431														
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	432	war													
43	43	84	84	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	433			articAccentAbove							69				
43	43	169/2	169/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	434										69				
43	43	339/4	339/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	435														
43	43	85	85	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	436										70				
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	437														
43	43	84	84	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	438														
43	43	85	85	0.5	1/4	1/4	Chord	2/4	2	2	1/8			1/8	1	439														
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	440														
43	43	84	84	1.5	0	0	Chord	2/4	3	1	3/8			1/4	3/2	441														
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	442														
44	44	86	86	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	443	ich													
44	44	347/4	347/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	444	so													
44	44	87	87	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	445	e-													
44	44	175/2	175/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	446	lend													
44	44	86	86	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	447			articAccentAbove							71				
44	44	173/2	173/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	448										71				
44	44	347/4	347/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	449														
44	44	87	87	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	450										72				
44	44	175/2	175/2	0.0	3/8	3/8	Spanner	2/4	2	1	0																		8	
44	44	175/2	175/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	451													8	
44	44	86	86	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	452													8	
44	44	87	87	0.5	1/4	1/4	Chord	2/4	2	2	1/8			1/8	1	453													8	
44	44	175/2	175/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	454													8	
44	44	86	86	1.5	0	0	Chord	2/4	3	1	3/8			1/4	3/2	455														
44	44	175/2	175/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	456														
45	45	355/4	355/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	457	so													
45	45	89	89	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	458	e-													
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	459	lend													
45	45	88	88	0.0	0	0	Spanner	2/4	2	1	0																			
45	45	88	88	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	460										73				
45	45	177/2	177/2	0.0	1/8	1/8	Spanner	2/4	2	1	0															73	10			
45	45	177/2	177/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	461										73	10			
45	45	355/4	355/4	0.0	3/16	3/16	Spanner	2/4	2	1	0																			
45	45	355/4	355/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	462														
45	45	89	89	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	463										74				
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	464														
45	45	88	88	0.0	0	0	Dynamic	2/4	2	2	0							fp												
45	45	88	88	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	465														
45	45	89	89	0.5	1/4	1/4	Chord	2/4	2	2	1/8			1/8	1	466														
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	467														
45	45	88	88	1.5	0	0	Chord	2/4	3	1	3/8			1/4	3/2	468														
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	469														
46	46	90	90	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	470	nicht.													
46	46	90	90	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	471														
46	46	91	91	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	472														
46	46	183/2	183/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	473														
46	46	90	90	0.0	0	0	Dynamic	2/4	3	1	0							pp												
46	46	90	90	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	474														
46	46	181/2	181/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	475														
47	47	92	92	0.0	0	0	Spanner	2/4	2	1	0																	0		
47	47	93	93	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	476												0		
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	477												0		
47	47	92	92	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	478														
47	47	185/2	185/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	479														
48	48	94	94	0.0	0	0	Spanner	2/4	2	1	0																			
48	48	94	94	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	480														
48	48	94	94	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	481														
