mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
36	35	417/4	417/4	0.0	3/8	3/8	Chord	6/8	3	1	0	grace32	1/32	1	506														
36	35	417/4	417/4	0.0	3/8	3/8	Chord	6/8	3	1	0	grace32	1/32	1	507														
36	35	417/4	417/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	508														
37	36	423/4	423/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	509	mit													
37	36	425/4	425/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	510														
37	36	427/4	427/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	511	den													
37	36	429/4	429/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	512	Her-													
37	36	431/4	431/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	513														
37	36	433/4	433/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	514	-zen													
37	36	423/4	423/4	0.0	0	0	Chord	6/8	2	1	0	grace16	1/16	1	515														
37	36	423/4	423/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	516			articAccentBelow								64			
37	36	429/4	429/4	0.0	3/8	3/8	Chord	6/8	2	1	0	grace32	1/32	1	517														
37	36	429/4	429/4	0.0	3/8	3/8	Chord	6/8	2	1	0	grace32	1/32	1	518														
37	36	429/4	429/4	0.0	3/8	3/8	Chord	6/8	2	1	0	grace32	1/32	1	519														
37	36	429/4	429/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	520														
37	36	423/4	423/4	0.0	0	0	Chord	6/8	3	1	0	grace16	1/16	1	521														
37	36	423/4	423/4	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	522			ornamentTrill								65			
37	36	429/4	429/4	0.0	3/8	3/8	Chord	6/8	3	1	0	grace32	1/32	1	523														
37	36	429/4	429/4	0.0	3/8	3/8	Chord	6/8	3	1	0	grace32	1/32	1	524														
37	36	429/4	429/4	0.0	3/8	3/8	Chord	6/8	3	1	0	grace32	1/32	1	525														
37	36	429/4	429/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	526														
38	37	435/4	435/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	527	wie													
38	37	437/4	437/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	528	auf													
38	37	439/4	439/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	529	dem													
38	37	441/4	441/4	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	530	Dach,													
38	37	445/4	445/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	531	nur													
38	37	435/4	435/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	532											66			
38	37	437/4	437/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	533											66			
38	37	439/4	439/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	534														
38	37	441/4	441/4	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	535											67			
38	37	445/4	445/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	536											68			
38	37	435/4	435/4	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	537											69			
38	37	437/4	437/4	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	538											69			
38	37	439/4	439/4	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	539														
38	37	441/4	441/4	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	540											70			
38	37	445/4	445/4	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	541											71			
39	38	447/4	447/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	542	-nicht													
39	38	449/4	449/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	543														
39	38	451/4	451/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	544	so													
39	38	453/4	453/4	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	545	laut.													
39	38	447/4	447/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	546											72			
39	38	453/4	453/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	547														
39	38	114	114	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	548											73			
39	38	457/4	457/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	549											73			
39	38	229/2	229/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	550														
39	38	447/4	447/4	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	551											74			
39	38	453/4	453/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	552														
39	38	114	114	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	553											75			
39	38	457/4	457/4	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	554											75			
39	38	229/2	229/2	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	555														
40	39	469/4	469/4	0.0	5/8	5/8	StaffText	6/8	1	1	0								laut										
40	39	469/4	469/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	556	Was													
40	39	459/4	459/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	557											76			
40	39	461/4	461/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	558											76			
40	39	463/4	463/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	559											76			
40	39	465/4	465/4	0.0	3/8	3/8	Spanner	6/8	2	1	0															76			3
40	39	465/4	465/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	560											76			3
40	39	467/4	467/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	561											76			3
40	39	469/4	469/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	562														3
40	39	459/4	459/4	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	563											77			
40	39	461/4	461/4	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	564											77			
40	39	463/4	463/4	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	565											77			
40	39	465/4	465/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	566											77			
40	39	467/4	467/4	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	567											77			
40	39	469/4	469/4	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	568														
41	40	471/4	471/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	569	fra-													
41	40	475/4	475/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	570	-gen													
41	40	477/4	477/4	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	571	sie													
41	40	120	120	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	572	nach													
41	40	481/4	481/4	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	573	mei-													
41	40	241/2	241/2	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	574	-nen													
41	40	471/4	471/4	0.0	0	0	Dynamic	6/8	2	1	0						mf												
41	40	471/4	471/4	0.0	0	0	Spanner	6/8	2	1	0																		
41	40	471/4	471/4	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	575														
41	40	477/4	477/4	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	576														
41	40	471/4	471/4	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	577														
41	40	477/4	477/4	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	578														
42	41	483/4	483/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	579	Schmer-													
42	41	487/4	487/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	580	-zen?													
42	41	493/4	493/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	581	was													
42	41	483/4	483/4	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	582														
42	41	489/4	489/4	0.0	3/8	3/8	Spanner	6/8	2	1	0																		4
42	41	489/4	489/4	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	583														4
42	41	483/4	483/4	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	584														
42	41	489/4	489/4	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	585														
43	42	495/4	495/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	586	fra-													
43	42	499/4	499/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	587	-gen													
43	42	501/4	501/4	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	588	sie													
43	42	126	126	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	589	nach													
43	42	505/4	505/4	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	590	mei-													
43	42	253/2	253/2	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	591	-nen													
43	42	495/4	495/4	0.0	0	0	Spanner	6/8	2	1	0																		
43	42	495/4	495/4	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	592														
43	42	501/4	501/4	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	593														
43	42	495/4	495/4	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	594														
43	42	501/4	501/4	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	595														
44	43	507/4	507/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	596	Schmer-													
44	43	511/4	511/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	597	-zen?													
44	43	517/4	517/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	598	ihr													
44	43	507/4	507/4	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	599														
44	43	513/4	513/4	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	600														
44	43	507/4	507/4	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	601														
44	43	513/4	513/4	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	602														
45	44	519/4	519/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	603	Kind													
45	44	521/4	521/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	604														
45	44	523/4	523/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	605	ist													
45	44	525/4	525/4	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	606	ei-													
45	44	263/2	263/2	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	607														
45	44	527/4	527/4	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	608														
45	44	132	132	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	609														
45	44	529/4	529/4	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	610	-ne													
45	44	265/2	265/2	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	611														
45	44	519/4	519/4	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	612														
45	44	525/4	525/4	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	613														
45	44	519/4	519/4	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	614														
45	44	525/4	525/4	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	615														
46	45	531/4	531/4	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	616	Rei-													
46	45	537/4	537/4	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	617	---													
46	45	541/4	541/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	618	-che													
46	45	531/4	531/4	0.0	0	0	Spanner	6/8	2	1	0																	5	
46	45	531/4	531/4	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	619													5	
46	45	133	133	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	620													5	
46	45	533/4	533/4	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	621													5	
46	45	267/2	267/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	622													5	
46	45	535/4	535/4	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	623													5	
46	45	134	134	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	624													5	
46	45	537/4	537/4	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	625													5	
46	45	269/2	269/2	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	626													5	
46	45	539/4	539/4	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	627													5	
46	45	135	135	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	628													5	
46	45	541/4	541/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	629													5	
46	45	271/2	271/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	630													5	
46	45	531/4	531/4	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	631														
46	45	533/4	533/4	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	632														
46	45	535/4	535/4	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	633														
46	45	537/4	537/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	634														
46	45	539/4	539/4	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	635														
46	45	541/4	541/4	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	636														
47	46	543/4	543/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	637	Braut.													
47	46	543/4	543/4	0.0	0	0	Spanner	6/8	2	1	0																		
47	46	543/4	543/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	638														
47	46	273/2	273/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	639											78			
47	46	547/4	547/4	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	640											78			
47	46	137	137	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	641											78			
47	46	549/4	549/4	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	642											78			
47	46	275/2	275/2	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	643											78			
47	46	551/4	551/4	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	644											78			
47	46	138	138	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	645											78			
47	46	553/4	553/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	646											78			
47	46	277/2	277/2	0.0	11/16	11/16	Spanner	6/8	2	1	0																	6	
47	46	277/2	277/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	647													6	
47	46	543/4	543/4	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	648														
47	46	273/2	273/2	0.25	3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	649											79			
47	46	547/4	547/4	0.25	1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	650											79			
47	46	137	137	0.25	5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	651											79			
47	46	549/4	549/4	0.25	3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	652											79			
47	46	275/2	275/2	0.25	7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	653											79			
47	46	551/4	551/4	0.25	1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	654											79			
47	46	138	138	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	655											79			
47	46	553/4	553/4	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	656											79			
47	46	277/2	277/2	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	657														
48	47	555/4	555/4	0.0	0	0	Dynamic	6/8	2	1	0						fz												
48	47	555/4	555/4	0.0	0	0	Spanner	6/8	2	1	0																		
48	47	555/4	555/4	0.0	0	0	Spanner	6/8	2	1	0																8		
48	47	555/4	555/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	658											80	8		
48	47	557/4	557/4	0.0	1/8	1/8	Spanner	6/8	2	1	0															80			
48	47	557/4	557/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	659											80			
48	47	559/4	559/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	660											80			
48	47	561/4	561/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	661														
48	47	141	141	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	662											81			
48	47	565/4	565/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	663											81			
48	47	283/2	283/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	664														
48	47	555/4	555/4	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	665											82			
48	47	557/4	557/4	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	666											82			
48	47	559/4	559/4	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	667											82			
48	47	561/4	561/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	668														
48	47	141	141	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	669											83			
48	47	565/4	565/4	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	670											83			
48	47	283/2	283/2	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	671														
49	48	567/4	567/4	0.0	0	0	Dynamic	6/8	2	1	0						fz												
49	48	567/4	567/4	0.0	0	0	Spanner	6/8	2	1	0																9		
49	48	567/4	567/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	672											84	9		
49	48	569/4	569/4	0.0	1/8	1/8	Spanner	6/8	2	1	0															84			
49	48	569/4	569/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	673											84			
49	48	571/4	571/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	674											84			
49	48	573/4	573/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	675														
49	48	144	144	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	676											85			
49	48	577/4	577/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	677											85			
49	48	289/2	289/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	678														
49	48	567/4	567/4	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	679											86			
49	48	569/4	569/4	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	680											86			
49	48	571/4	571/4	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	681											86			
49	48	573/4	573/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	682														
49	48	144	144	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	683											87			
49	48	577/4	577/4	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	684											87			
49	48	289/2	289/2	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	685														
50	49	579/4	579/4	0.0	0	0	Spanner	6/8	2	1	0																10		
50	49	579/4	579/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	686											88	10		
50	49	581/4	581/4	0.0	1/8	1/8	Spanner	6/8	2	1	0															88			
50	49	581/4	581/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	687											88			
50	49	583/4	583/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	688											88			
50	49	585/4	585/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	689											88			
50	49	587/4	587/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	690											88			
50	49	589/4	589/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	691														
50	49	579/4	579/4	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	692											89			
50	49	581/4	581/4	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	693											89			
50	49	583/4	583/4	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	694											89			
50	49	585/4	585/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	695											89			
50	49	587/4	587/4	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	696											89			
50	49	589/4	589/4	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	697														
51	50	591/4	591/4	0.0	0	0	Chord	6/8	2	1	0	grace32	1/32	1	698														
51	50	591/4	591/4	0.0	0	0	Chord	6/8	2	1	0	grace32	1/32	1	699														
51	50	591/4	591/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	700			ornamentTrill								90			
51	50	597/4	597/4	0.0	3/8	3/8	Chord	6/8	2	1	0	grace32	1/32	1	701														
51	50	597/4	597/4	0.0	3/8	3/8	Chord	6/8	2	1	0	grace32	1/32	1	702														
51	50	597/4	597/4	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	703														
51	50	150	150	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	704											91			
51	50	601/4	601/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	705											91			
51	50	301/2	301/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	706														
51	50	591/4	591/4	0.0	0	0	Chord	6/8	3	1	0	grace32	1/32	1	707														
51	50	591/4	591/4	0.0	0	0	Chord	6/8	3	1	0	grace32	1/32	1	708														
51	50	591/4	591/4	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	709			ornamentTrill								92			
51	50	597/4	597/4	0.0	3/8	3/8	Dynamic	6/8	3	1	0						pp												
51	50	597/4	597/4	0.0	3/8	3/8	Chord	6/8	3	1	0	grace32	1/32	1	710														
51	50	597/4	597/4	0.0	3/8	3/8	Chord	6/8	3	1	0	grace32	1/32	1	711														
51	50	597/4	597/4	0.75	3/8	3/8	Chord	6/8	3	1	3/16		1/8	3/2	712														
51	50	150	150	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	713											93			
51	50	601/4	601/4	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	714											93			
51	50	301/2	301/2	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	715														
52	51	603/4	603/4	0.0	0	0	Chord	6/8	2	1	0	grace32	1/32	1	716														
52	51	603/4	603/4	0.0	0	0	Chord	6/8	2	1	0	grace32	1/32	1	717														
52	51	603/4	603/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	718			ornamentTrill											
52	51	609/4	609/4	0.0	3/8	3/8	Chord	6/8	2	1	0	grace32	1/32	1	719														
52	51	609/4	609/4	0.0	3/8	3/8	Chord	6/8	2	1	0	grace32	1/32	1	720														
52	51	609/4	609/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	721														
52	51	603/4	603/4	0.0	0	0	Chord	6/8	3	1	0	grace32	1/32	1	722														
52	51	603/4	603/4	0.0	0	0	Chord	6/8	3	1	0	grace32	1/32	1	723														
52	51	603/4	603/4	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	724			ornamentTrill											
52	51	609/4	609/4	0.0	3/8	3/8	Chord	6/8	3	1	0	grace32	1/32	1	725														
52	51	609/4	609/4	0.0	3/8	3/8	Chord	6/8	3	1	0	grace32	1/32	1	726														
52	51	609/4	609/4	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	727														
