mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
46	46	547/4	547/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	778														
46	46	549/4	549/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	779														
46	46	551/4	551/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	780														
46	46	135	135	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	781														
46	46	271/2	271/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	782														
46	46	136	136	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	783														
46	46	273/2	273/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	784														
46	46	137	137	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	785														
46	46	275/2	275/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	786														
47	47	138	138	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	787	-sell!													
47	47	138	138	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	788														
47	47	277/2	277/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	789														
47	47	555/4	555/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	790														
47	47	139	139	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	791														
47	47	557/4	557/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	792														
47	47	279/2	279/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	793														
47	47	559/4	559/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	794														
47	47	140	140	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	795														
47	47	561/4	561/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	796														
47	47	281/2	281/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	797														
47	47	563/4	563/4	0.0	11/16	11/16	Spanner	3/4	2	1	0																	10
47	47	563/4	563/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	798														10
47	47	138	138	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	799														
47	47	277/2	277/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	800														
47	47	139	139	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	801														
47	47	279/2	279/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	802														
47	47	140	140	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	803														
47	47	281/2	281/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	804										32				
47	47	138	138	0.5	0	0	Chord	3/4	3	2	1/8	1/8	1	805														
47	47	277/2	277/2	1.5	1/8	1/8	Chord	3/4	3	2	3/8	1/4	3/2	806										33				
47	47	140	140	0.5	1/2	1/2	Chord	3/4	3	2	1/8	1/8	1	807														
47	47	281/2	281/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8	1/8	1	808														
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	809	Kömmt													
48	48	141	141	0.0	0	0	Spanner	3/4	2	1	0																	
48	48	141	141	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	810														
48	48	565/4	565/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	811														
48	48	283/2	283/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	812														
48	48	567/4	567/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	813														
48	48	142	142	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	814														
48	48	569/4	569/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	815														
48	48	285/2	285/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	816														
48	48	571/4	571/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	817														
48	48	143	143	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	818														
48	48	573/4	573/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	819														
48	48	287/2	287/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	820														
48	48	575/4	575/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	821														
48	48	141	141	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	822														
48	48	283/2	283/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	823										34				
48	48	142	142	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	824														
48	48	285/2	285/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	825														
48	48	143	143	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	826														
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	827														
48	48	141	141	0.5	0	0	Chord	3/4	3	2	1/8	1/8	1	828														
48	48	283/2	283/2	0.5	1/8	1/8	Chord	3/4	3	2	1/8	1/8	1	829										35				
48	48	142	142	0.5	1/4	1/4	Chord	3/4	3	2	1/8	1/8	1	830														
48	48	285/2	285/2	1.5	3/8	3/8	Chord	3/4	3	2	3/8	1/4	3/2	831														
49	49	144	144	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	832	mir													
49	49	289/2	289/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	833	der													
49	49	145	145	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	834	Tag													
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	835	in													
49	49	146	146	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	836	die													
49	49	293/2	293/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	837	Ge-													
49	49	144	144	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	838														
49	49	579/4	579/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	839														
49	49	581/4	581/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	840														
49	49	583/4	583/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	841														
49	49	585/4	585/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	842														
49	49	587/4	587/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	843														
49	49	144	144	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	844														
49	49	289/2	289/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	845														
49	49	145	145	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	846														
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	847														
49	49	146	146	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	848														
49	49	293/2	293/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	849														
50	50	147	147	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	850	-dan-													
50	50	295/2	295/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	851	-ken,													
50	50	591/4	591/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	852	möcht													
50	50	148	148	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	853	ich													
50	50	297/2	297/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	854	noch													
50	50	149	149	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	855	ein-													
50	50	299/2	299/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	856	-mal													
50	50	589/4	589/4	0.0	1/16	1/16	Spanner	3/4	2	1	0														0			
50	50	589/4	589/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	857											0			
50	50	591/4	591/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	858											0			
50	50	593/4	593/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	859											0			
50	50	595/4	595/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	860											0			
50	50	597/4	597/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	861											0			
50	50	599/4	599/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	862											0			
50	50	147	147	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	863														
50	50	295/2	295/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	864														
50	50	148	148	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	865														
50	50	297/2	297/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	866														
50	50	149	149	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	867														
50	50	299/2	299/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	868														
51	51	150	150	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	869	rück-													
51	51	301/2	301/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	870	-wärts													
51	51	151	151	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	871	sehn,													
51	51	305/2	305/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	872	möcht													
51	51	150	150	0.0	0	0	Spanner	3/4	2	1	0																	
51	51	601/4	601/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	873														
51	51	603/4	603/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	874														
51	51	605/4	605/4	0.0	5/16	5/16	Dynamic	3/4	2	1	0					f												
51	51	605/4	605/4	0.0	5/16	5/16	Spanner	3/4	2	1	0																	11
51	51	605/4	605/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	875														11
51	51	303/2	303/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																	
51	51	607/4	607/4	0.0	7/16	7/16	Spanner	3/4	2	1	0																14	
51	51	607/4	607/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	876													14	
51	51	152	152	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
51	51	609/4	609/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	877														
51	51	305/2	305/2	0.0	5/8	5/8	Dynamic	3/4	2	1	0					p												
51	51	611/4	611/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	878														
51	51	150	150	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	879														
51	51	301/2	301/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	880														
51	51	151	151	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	881														
51	51	303/2	303/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	882														
51	51	152	152	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	883														
51	51	305/2	305/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	884														
52	52	153	153	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	885	ich													
52	52	307/2	307/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	886	zu-													
52	52	154	154	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	887	-rük-													
52	52	309/2	309/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	888	-ke													
52	52	155	155	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	889	wie-													
52	52	311/2	311/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	890	-der													
52	52	613/4	613/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	891														
52	52	615/4	615/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	892														
52	52	617/4	617/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	893														
52	52	619/4	619/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	894														
52	52	621/4	621/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	895														
52	52	623/4	623/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	896														
52	52	153	153	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	897														
52	52	307/2	307/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	898														
52	52	154	154	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	899														
52	52	309/2	309/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	900														
52	52	155	155	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	901														
52	52	311/2	311/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	902														
53	53	156	156	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	903	wan-													
53	53	313/2	313/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	904	-ken,													
53	53	627/4	627/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	905	vor													
53	53	157	157	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	906	ih-													
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	907	-rem													
53	53	158	158	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	908	Hau-													
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	909	-se													
53	53	625/4	625/4	0.0	1/16	1/16	Spanner	3/4	2	1	0														1			
53	53	625/4	625/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	910											1			
53	53	627/4	627/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	911											1			
53	53	629/4	629/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	912											1			
53	53	631/4	631/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	913											1			
53	53	633/4	633/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	914											1			
53	53	635/4	635/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	915											1			
53	53	156	156	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	916														
53	53	313/2	313/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	917														
53	53	157	157	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	918														
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	919														
53	53	158	158	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	920														
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	921														
54	54	159	159	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	922	stil-													
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	923	-le-													
54	54	160	160	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	924	-stehn,													
54	54	323/2	323/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	925	kömmt													
54	54	159	159	0.0	0	0	Spanner	3/4	2	1	0																	
54	54	637/4	637/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	926														
54	54	639/4	639/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	927														
54	54	641/4	641/4	0.0	5/16	5/16	Dynamic	3/4	2	1	0					f												
54	54	641/4	641/4	0.0	5/16	5/16	Spanner	3/4	2	1	0																	12
54	54	641/4	641/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	928														12
54	54	643/4	643/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	929														12
54	54	161	161	0.0	1/2	1/2	Spanner	3/4	2	1	0																15	12
54	54	645/4	645/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	930													15	12
54	54	647/4	647/4	0.0	11/16	11/16	Dynamic	3/4	2	1	0					pp											15	12
54	54	647/4	647/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	931													15	12
54	54	159	159	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	932														
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	933														
54	54	160	160	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	934														
54	54	321/2	321/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	935														
54	54	161	161	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	936														
54	54	323/2	323/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	937														
55	55	162	162	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	938	mir													
55	55	325/2	325/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	939	den													
55	55	163	163	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	940	Tag													
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	941	in													
55	55	164	164	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	942	die													
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	943	Ge-													
55	55	162	162	0.0	0	0	Spanner	3/4	2	1	0																	
55	55	162	162	0.0	0	0	Spanner	3/4	2	1	0																	
55	55	649/4	649/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	944														
55	55	651/4	651/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	945														
55	55	653/4	653/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	946														
55	55	655/4	655/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	947														
55	55	657/4	657/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	948														
55	55	659/4	659/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	949														
55	55	162	162	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	950														
55	55	325/2	325/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	951														
55	55	163	163	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	952														
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	953														
55	55	164	164	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	954														
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	955														
56	56	165	165	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	956	-dan-													
56	56	331/2	331/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	957	-ken,													
56	56	335/2	335/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	958	möcht													
56	56	661/4	661/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	959														
56	56	663/4	663/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	960														
56	56	665/4	665/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	961														
56	56	667/4	667/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	962														
56	56	669/4	669/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	963														
56	56	671/4	671/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	964														
56	56	165	165	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	965														
56	56	331/2	331/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	966														
56	56	166	166	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	967														
56	56	333/2	333/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	968														
56	56	167	167	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	969														
56	56	335/2	335/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	970														
57	57	168	168	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	971	ich													
57	57	337/2	337/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	972	noch													
57	57	169	169	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	973	ein-													
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	974	-mal													
57	57	170	170	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	975	ruck-													
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	976	-wärts													
57	57	673/4	673/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	977														
57	57	675/4	675/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	978														
57	57	677/4	677/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	979														
57	57	679/4	679/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	980														
57	57	681/4	681/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	981														
57	57	683/4	683/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	982														
57	57	168	168	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	983														
57	57	337/2	337/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	984														
57	57	169	169	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	985														
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	986														
57	57	170	170	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	987														
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	988														
58	58	171	171	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	989	sehn,													
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	990	möcht													
58	58	685/4	685/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	991														
58	58	687/4	687/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	992														
58	58	689/4	689/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	993														
58	58	691/4	691/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	994														
58	58	693/4	693/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	995														
58	58	695/4	695/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	996														
58	58	171	171	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	997														
58	58	343/2	343/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	998														
58	58	172	172	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	999														
58	58	345/2	345/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1000														
58	58	173	173	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1001														
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1002														
59	59	174	174	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1003	ich													
59	59	349/2	349/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1004	zu-													
59	59	175	175	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1005	-rü-		articAccentAbove											
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1006	-cke													
59	59	176	176	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1007	wie-													
59	59	353/2	353/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1008	-der													
59	59	174	174	0.0	0	0	Dynamic	3/4	2	1	0					pp												
59	59	697/4	697/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	1009														
59	59	699/4	699/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1010														
59	59	701/4	701/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	1011			articAccentBelow											
59	59	703/4	703/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1012														
59	59	705/4	705/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	1013														
59	59	707/4	707/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1014														
59	59	174	174	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	1015														
59	59	349/2	349/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1016														
59	59	175	175	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1017														
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1018														
59	59	176	176	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1019														
59	59	353/2	353/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1020														
60	60	177	177	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1021	wan-		articAccentAbove											
60	60	355/2	355/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	1022	-ken,													
60	60	711/4	711/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1023	vor													
60	60	178	178	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1024	ih-													
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1025	-rem													
60	60	179	179	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1026	Hau-													
60	60	359/2	359/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1027	-se													
60	60	709/4	709/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	1028			articAccentBelow											
60	60	711/4	711/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1029														
60	60	713/4	713/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	1030														
60	60	715/4	715/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1031														
60	60	717/4	717/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	1032														
60	60	719/4	719/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1033														
60	60	177	177	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	1034														
60	60	355/2	355/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1035														
60	60	178	178	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1036														
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1037														
60	60	179	179	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1038														
60	60	359/2	359/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1039														
61	61	180	180	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1040	stil-													
61	61	361/2	361/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1041	-le													
61	61	181	181	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1042	stehn													
61	61	365/2	365/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1043	möcht													
61	61	721/4	721/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	1044														
61	61	723/4	723/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1045														
61	61	725/4	725/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	1046														
