mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
26	25	75	75	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	272													
26	25	145/2	145/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	273													
26	25	73	73	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	274													
26	25	147/2	147/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	275													
26	25	74	74	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	276													
27	26	151/2	151/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	277	hin												
27	26	153/2	153/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	278	der												
27	26	77	77	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	279	bun-												
27	26	155/2	155/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	280													
27	26	78	78	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	281	-ten												
27	26	151/2	151/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	282													
27	26	153/2	153/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	283													
27	26	77	77	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	284													
27	26	78	78	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	285													
27	26	151/2	151/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	286													
27	26	76	76	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	287													
27	26	153/2	153/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	288													
27	26	77	77	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	289													
27	26	155/2	155/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	290													
27	26	78	78	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	291													
28	27	157/2	157/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	292	list,												
28	27	81	81	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	293	die												
28	27	157/2	157/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	294													
28	27	159/2	159/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	295													
28	27	80	80	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	296													
28	27	81	81	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	297													
28	27	157/2	157/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	298													
28	27	79	79	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	299													
28	27	159/2	159/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	300													
28	27	80	80	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	301													
28	27	81	81	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	302													
29	28	163/2	163/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	303	hin-												
29	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	304	-ter												
29	28	83	83	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	305	Eis												
29	28	84	84	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	306	und												
29	28	163/2	163/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	307													
29	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	308													
29	28	83	83	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	309													
29	28	84	84	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	310													
29	28	163/2	163/2	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	311													
29	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	312													
29	28	83	83	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	313													
29	28	84	84	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	314													
30	29	169/2	169/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	315	Nacht												
30	29	86	86	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	316													
30	29	87	87	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	317	und												
30	29	169/2	169/2	0.0	0	0	Spanner	6/8	2	1	0														0			
30	29	169/2	169/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	318										0			
30	29	171/2	171/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	319										0			
30	29	86	86	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	320										0			
30	29	87	87	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	321										0			
30	29	169/2	169/2	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	322													
30	29	171/2	171/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	323													
30	29	86	86	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	324													
30	29	87	87	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	325													
31	30	175/2	175/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	326	Graus												
31	30	89	89	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	327													
31	30	90	90	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	328	ihm												
31	30	175/2	175/2	0.0	0	0	Spanner	6/8	2	1	0																	
31	30	175/2	175/2	0.0	0	0	Spanner	6/8	2	1	0																1	
31	30	175/2	175/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	329												1	
31	30	177/2	177/2	0.0	1/4	1/4	Spanner	6/8	2	1	0																	
31	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	330													
31	30	89	89	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	331													
31	30	90	90	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	332													
31	30	175/2	175/2	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	333													
31	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	334													
31	30	89	89	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	335													
31	30	90	90	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	336													
32	31	181/2	181/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	337	weist												
32	31	92	92	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	338													
32	31	93	93	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	339	ein												
32	31	181/2	181/2	0.0	0	0	Dynamic	6/8	2	1	0						p											
32	31	181/2	181/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	340													
32	31	183/2	183/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	341													
32	31	92	92	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	342													
32	31	93	93	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	343													
32	31	181/2	181/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	344			articStaccatoAbove										
32	31	91	91	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	345			articStaccatoAbove										
32	31	183/2	183/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	346			articStaccatoAbove										
32	31	92	92	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	347													
33	32	187/2	187/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	348	hel-												
33	32	189/2	189/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	349	-les,												
33	32	95	95	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	350													
33	32	95	95	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	351	war-												
33	32	191/2	191/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	352													
33	32	96	96	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	353	-mes												
33	32	187/2	187/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	354													
33	32	189/2	189/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	355													
33	32	95	95	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	356													
33	32	96	96	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	357													
33	32	187/2	187/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	358													
33	32	94	94	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	359													
33	32	189/2	189/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	360													
33	32	95	95	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	361													
34	33	193/2	193/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	362	haus,								13				
34	33	98	98	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	363													
34	33	193/2	193/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	364													
34	33	195/2	195/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	365													
34	33	98	98	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	366													
34	33	99	99	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	367													
34	33	193/2	193/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	368													
34	33	97	97	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	369													
34	33	195/2	195/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	370													
34	33	98	98	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	371													
35	34	102	102	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	372	und												
35	34	199/2	199/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	373			articAccentAbove										
35	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	374													
35	34	101	101	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	375													
35	34	102	102	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	376			articAccentBelow										
35	34	199/2	199/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	377													
35	34	100	100	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	378													
35	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	379													
35	34	101	101	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	380													
35	34	102	102	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	381													
36	35	205/2	205/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	382	ei-												
36	35	104	104	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	383													
36	35	105	105	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	384	-ne												
36	35	205/2	205/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	385													
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	386													
36	35	104	104	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	387													
36	35	105	105	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	388													
36	35	205/2	205/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	389													
36	35	103	103	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	390													
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	391													
36	35	104	104	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	392													
37	36	211/2	211/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	393	lie-												
37	36	106	106	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	394													
37	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	395	-be												
37	36	107	107	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	396	See-												
37	36	108	108	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	397	-le												
37	36	211/2	211/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	398													
37	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	399													
37	36	107	107	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	400													
37	36	108	108	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	401													
37	36	211/2	211/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	402													
37	36	106	106	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	403													
37	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	404													
37	36	107	107	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	405													
37	36	215/2	215/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	406													
37	36	108	108	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	407													
38	37	217/2	217/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	408	drin												
38	37	111	111	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	409	nur												
38	37	217/2	217/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	410									14				
38	37	109	109	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	411									14				
38	37	219/2	219/2	0.0	1/4	1/4	Spanner	6/8	2	1	0																	0
38	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	412													0
38	37	110	110	0.0	3/8	3/8	Spanner	6/8	2	1	0																	
38	37	110	110	0.0	3/8	3/8	Spanner	6/8	2	1	0																2	
38	37	110	110	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	413									15			2	
38	37	111	111	0.0	5/8	5/8	Spanner	6/8	2	1	0																	
38	37	111	111	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	414													
38	37	217/2	217/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	415													
38	37	109	109	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	416													
38	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	417													
38	37	110	110	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	418													
38	37	221/2	221/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	419													
38	37	111	111	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	420													
39	38	223/2	223/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	421	Täu-												
39	38	113	113	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	422													
39	38	114	114	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	423	-schung												
39	38	223/2	223/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	424													
39	38	225/2	225/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	425													
39	38	113	113	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	426													
39	38	114	114	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	427													
39	38	223/2	223/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	428													
39	38	112	112	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	429													
39	38	225/2	225/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	430													
39	38	113	113	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	431													
40	39	229/2	229/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	432	ist												
40	39	115	115	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	433													
40	39	231/2	231/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16after	1/16	1	434													
40	39	231/2	231/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	435	für												
40	39	116	116	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	436	mich												
40	39	117	117	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	437	Ge-												
40	39	229/2	229/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	438													
40	39	231/2	231/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	439													
40	39	116	116	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	440													
40	39	117	117	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	441													
40	39	229/2	229/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	442													
40	39	115	115	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	443													
40	39	231/2	231/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	444													
40	39	116	116	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	445													
40	39	233/2	233/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	446													
40	39	117	117	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	447													
41	40	235/2	235/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	448	-winn!												
41	40	235/2	235/2	0.0	0	0	Spanner	6/8	2	1	0																	1
41	40	235/2	235/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	449									16				1
41	40	118	118	0.0	1/8	1/8	Spanner	6/8	2	1	0													16				
41	40	118	118	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	450									16				
41	40	237/2	237/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	451													
41	40	119	119	0.0	3/8	3/8	Spanner	6/8	2	1	0																3	
41	40	119	119	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	452									17			3	
41	40	120	120	0.0	5/8	5/8	Spanner	6/8	2	1	0																	
41	40	120	120	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	453													
41	40	235/2	235/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	454													
41	40	118	118	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	455													
41	40	237/2	237/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	456													
41	40	119	119	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	457													
41	40	239/2	239/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	458													
41	40	120	120	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	459													
42	41	241/2	241/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	460													
42	41	243/2	243/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	461													
42	41	122	122	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	462													
42	41	123	123	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	463													
42	41	241/2	241/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	464			articStaccatoAbove										
42	41	121	121	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	465			articStaccatoAbove										
42	41	243/2	243/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	466			articStaccatoAbove										
42	41	122	122	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	467			articAccentAbove										
43	42	247/2	247/2	0.0	0	0	Spanner	6/8	2	1	0															0		
43	42	247/2	247/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	468											0		
43	42	249/2	249/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	469											0		
43	42	125	125	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	470											0		
43	42	126	126	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	471											0		
43	42	247/2	247/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	472													
43	42	124	124	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	473													
43	42	249/2	249/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	474													
43	42	125	125	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	475													
44	43	253/2	253/2	0.0	0	0	Spanner	6/8	2	1	0																	
44	43	253/2	253/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	476													
44	43	253/2	253/2	3.0	0	0	Chord	6/8	3	1	3/4		1/2	3/2	477													
