mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
16	16	63	63	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	264													
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	265													
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	266	Sind												
17	17	64	64	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	267										44			
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	268										44			
17	17	65	65	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	269										44			
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	270													
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	271										45			
17	17	67	67	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	272													
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	273													
17	17	64	64	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	274													
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	275													
17	17	65	65	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	276													
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	277													
17	17	66	66	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	278										46			
17	17	67	67	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	279													
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	280													
17	17	64	64	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	281													
17	17	65	65	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	282													
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	283													
17	17	66	66	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	284													
17	17	67	67	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	285													
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	286													
18	18	68	68	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	287	denn												
18	18	275/4	275/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	288	in												
18	18	69	69	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	289	die-												
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	290	-sem												
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	291	Hau-												
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	292	se												
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	293	die												
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	294										47			
18	18	69	69	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	295													
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	296													
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	297										48			
18	18	71	71	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	298													
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	299													
18	18	68	68	1.5	0	0	Chord	4/4	2	2	3/8		1/4	3/2	300													
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	301													
18	18	70	70	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	302													
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	2	2	1/16		1/16	1	303													
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16		1/16	1	304													
18	18	71	71	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	305													
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	306													
18	18	68	68	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	307										49			
18	18	69	69	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	308													
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	309													
18	18	70	70	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	310													
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	311													
18	18	68	68	1.5	0	0	Chord	4/4	3	2	3/8		1/4	3/2	312													
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	313													
18	18	70	70	1.5	1/2	1/2	Chord	4/4	3	2	3/8		1/4	3/2	314													
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	315													
19	19	72	72	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	316	Kam-												
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	317	-mern												
19	19	73	73	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	318	all												
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	319	be-												
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	320	-setzt?												
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	321	bin												
19	19	72	72	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	322										50			
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	323													
19	19	73	73	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	324													
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	325													
19	19	74	74	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	326													
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	327													
19	19	72	72	1.5	0	0	Chord	4/4	2	2	3/8		1/4	3/2	328													
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	329													
19	19	74	74	1.5	1/2	1/2	Chord	4/4	2	2	3/8		1/4	3/2	330													
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	331													
19	19	72	72	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	332													
19	19	73	73	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	333													
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	334													
19	19	74	74	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	335													
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	336													
19	19	72	72	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	337													
20	20	76	76	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	338	matt												
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	339	zum												
20	20	77	77	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	340	Nie-												
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	341	-der-												
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	342	-sin-												
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	343	-ken,												
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	344	bin												
20	20	76	76	0.0	0	0	Spanner	4/4	2	1	0															4		
20	20	76	76	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	345											4		
20	20	77	77	0.0	1/4	1/4	Spanner	4/4	2	1	0																	
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	346													
20	20	78	78	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	347										51			
20	20	157/2	157/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	348										51			
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	349										51			
20	20	79	79	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	350													
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	351													
20	20	76	76	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	352													
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	353													
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	354													
20	20	78	78	1.5	1/2	1/2	Chord	4/4	2	2	3/8		1/4	3/2	355													
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	356													
20	20	76	76	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	357													
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	358													
20	20	78	78	0.75	1/2	1/2	Chord	4/4	3	1	3/16		1/8	3/2	359													
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	360													
20	20	79	79	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	361													
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	362													
20	20	76	76	1.5	0	0	Chord	4/4	3	2	3/8		1/4	3/2	363													
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	364													
20	20	78	78	1.5	1/2	1/2	Chord	4/4	3	2	3/8		1/4	3/2	365													
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	366													
21	21	80	80	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	367	töd-												
21	21	323/4	323/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	368	-lich												
21	21	81	81	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	369	schwer												
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	370	ver-												
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	371	-letzt.												
21	21	80	80	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	372													
21	21	323/4	323/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	373													
21	21	81	81	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	374													
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	375													
21	21	82	82	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	376													
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	377													
21	21	80	80	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	378													
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	379													
21	21	82	82	1.5	1/2	1/2	Chord	4/4	2	2	3/8		1/4	3/2	380													
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	381													
21	21	80	80	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	382													
21	21	81	81	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	383													
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	384													
21	21	82	82	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	385													
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	386													
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	387	O												
22	22	84	84	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	388			articStaccatoBelow							52			
22	22	169/2	169/2	0.0	1/8	1/8	Spanner	4/4	2	1	0														52		3	
22	22	169/2	169/2	0.0	1/8	1/8	Spanner	4/4	2	1	0														52	5	3	
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	389			articStaccatoBelow							52	5	3	
22	22	85	85	0.0	1/4	1/4	Spanner	4/4	2	1	0														52			
22	22	85	85	0.0	1/4	1/4	Spanner	4/4	2	1	0														52			
22	22	85	85	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	390			articStaccatoBelow							52			
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	391			articStaccatoBelow										
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	392										53			
22	22	87	87	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	393													
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	394													
22	22	84	84	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	395			articStaccatoAbove							54			
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	396			articStaccatoAbove							54			
22	22	85	85	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	397			articStaccatoAbove							54			
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	398			articStaccatoAbove										
22	22	86	86	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	399										55			
22	22	87	87	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	400													
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	401													
23	23	88	88	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	402	un-												
23	23	355/4	355/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	403	-barm-												
23	23	89	89	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	404	-herz-												
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	405	-ge												
23	23	90	90	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	406	Schen-												
23	23	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	407	-ke,												
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	408	doch												
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	409										56			
23	23	89	89	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	410										56			
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	411													
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	412										57			
23	23	91	91	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	413													
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	414													
23	23	88	88	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	415													
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	416													
23	23	90	90	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	417													
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	418													
24	24	92	92	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	419	wei-												
24	24	371/4	371/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	420	-sest												
24	24	93	93	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	421	du												
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	422	mich												
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	423	ab?												
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	424	Nun												
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	425										58			
24	24	93	93	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	426										58			
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	427													
24	24	94	94	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	428													
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	429													
24	24	95	95	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	430													
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	431													
24	24	92	92	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	432													
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	433													
24	24	94	94	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	434													
24	24	191/2	191/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	435													
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	436													
25	25	96	96	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	437	wei-												
25	25	387/4	387/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	438	-ter												
25	25	97	97	0.0	1/4	1/4	Spanner	4/4	1	1	0																	1
25	25	97	97	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	439	denn,												1
25	25	195/2	195/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	440	nur									59			1
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	441													1
25	25	98	98	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	442	wei-												1
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	443	-ter,												1
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	444	mein												1
25	25	96	96	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	445													
25	25	97	97	0.0	1/4	1/4	Spanner	4/4	2	1	0																	2
25	25	97	97	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	446										60			2
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	447													2
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	448										61			2
25	25	99	99	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	449													2
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	450													2
25	25	96	96	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	451													
25	25	97	97	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	452													
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	453													
25	25	98	98	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	454													
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	455													
26	26	100	100	0.0	0	0	Spanner	4/4	1	1	0																	
26	26	100	100	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	456	treu-												
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	457	-er												
26	26	101	101	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	458	Wan-												
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	459	-der-												
26	26	102	102	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	460	-stab,												
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	461	nun												
26	26	100	100	0.0	0	0	Dynamic	4/4	2	1	0						p											
26	26	100	100	0.0	0	0	Spanner	4/4	2	1	0																	
26	26	100	100	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	462													
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	463													
26	26	101	101	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	464													
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	465													
26	26	102	102	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	466													
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	467													
26	26	103	103	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	468													
26	26	207/2	207/2	0.0	7/8	7/8	Spanner	4/4	2	1	0																4	
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	469												4	
26	26	100	100	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	470													
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	471													
26	26	101	101	0.75	1/4	1/4	Chord	4/4	3	1	3/16		1/8	3/2	472													
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	473													
26	26	102	102	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	474													
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	475													
26	26	103	103	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	476													
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	477													
27	27	104	104	0.0	0	0	Spanner	4/4	1	1	0																	3
27	27	104	104	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	478	wei-												3
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	479	-ter												3
27	27	105	105	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	480	denn,												3
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	481	nur									62			3
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	482													3
27	27	106	106	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	483	wei-												3
27	27	107	107	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	484	-ter,												3
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	485	mein												3
27	27	104	104	0.0	0	0	Spanner	4/4	2	1	0																	
27	27	104	104	0.0	0	0	Spanner	4/4	2	1	0																	4
27	27	104	104	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	486													4
27	27	105	105	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	487										63			4
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	488													4
27	27	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	489										64			4
27	27	107	107	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	490													4
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	491													4
27	27	104	104	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	492													
27	27	105	105	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	493										65			
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	494													
27	27	106	106	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	495													
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	496													
28	28	108	108	0.0	0	0	Spanner	4/4	1	1	0																	
28	28	108	108	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	497	treu-												
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	498	-er												
28	28	109	109	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	499													
28	28	109	109	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	500	Wan-												
28	28	219/2	219/2	0.0	3/8	3/8	Chord	4/4	1	1	0	grace16	1/16	1	501													
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	502	-der-												
28	28	110	110	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	503	-stab!												
28	28	108	108	0.0	0	0	Spanner	4/4	2	1	0																	
28	28	108	108	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	504										66			
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	505										66			
28	28	109	109	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	506										66			
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	507													
28	28	110	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	508													
28	28	111	111	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	509										67			
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	510													
28	28	108	108	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	511													
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	512										68			
28	28	109	109	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	513										68			
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	514													
28	28	110	110	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	515													
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	516			articAccentBelow							69			
29	29	113	113	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	517										69			
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	518													
29	29	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	519			articAccentBelow							70			
29	29	115	115	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	520										70			
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	521													
29	29	112	112	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	522										71			
29	29	113	113	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	523										71			
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	524													
29	29	114	114	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	525										72			
29	29	115	115	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	526										72			
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	527													
30	30	116	116	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	528										73			
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	529										73			
30	30	117	117	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	530										73			
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	531										73			
30	30	118	118	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	532										73			
30	30	119	119	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	533													
30	30	116	116	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	534													
30	30	117	117	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	535													
30	30	116	116	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	536													
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	537													
